,Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Site:Environmental Impact Total CO2 Emissions Carbon Equivalent Mass [kg](Hourly),WEST ZONE:Zone Air Temperature [C](TimeStep),EAST ZONE:Zone Air Temperature [C](TimeStep),WEST ZONE DEC OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),EAST AIR LOOP OUTLET NODE:System Node Setpoint Temperature [C](TimeStep),WEST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly),EAST ZONE SUPPLY FAN:Fan Air Mass Flow Rate [kg/s](Hourly),Site:Environmental Impact Electricity CO Emissions Mass [kg](Hourly),CH4:Facility [kg](Hourly),PM2.5:Facility [kg](Hourly),SO2:Facility [kg](Hourly),NOx:Facility [kg](Hourly),Reward
53, 01/03  06:00:00,12.2,68004.76238371365,11.238197709035022,18.7215966193528,20.12166043969648,14.0,14.0,6.2389130330022144,6.475,0.0102974008085237,0.0003423958724343,0.0028246267690364,0.2119457913955732,0.1005593765882311,-1.3923080926299587
54, 01/03  07:00:00,11.1,94474.84912000642,15.612539412330287,20.53737625139776,21.931573404996428,14.0,14.0,6.2389130330022144,6.475,0.0143055479294858,0.0004756696039172,0.0039240808800908,0.2944433001726442,0.1397009797221239,-0.9948716859322068
55, 01/03  08:00:00,11.1,94720.27305576592,15.653097199989809,20.59966156502409,22.002601660311772,14.0,14.0,6.2389130330022144,6.475,0.0143427104537846,0.0004769052841792,0.0039342747399678,0.2952081961662286,0.14006389074651,-0.946516160610922
56, 01/03  09:00:00,11.7,121289.40370628834,20.04380650830234,22.455462513310955,23.87017912635533,14.0,14.0,6.2389130330022144,6.475,0.0183658549785567,0.0006106776899642,0.0050378427113113,0.3780143883361753,0.1793519511860486,0.2439618733900646
57, 01/03  10:00:00,13.3,122110.28458719316,20.17946203170704,22.62840613088659,24.05233068608772,14.0,14.0,6.2389130330022144,6.475,0.0184901542062936,0.0006148107273505,0.0050719385897339,0.3805727716294391,0.180565796610156,0.2782291483169106
58, 01/03  11:00:00,12.2,122318.19532305431,20.21382053651667,22.693211703597875,24.12184144596965,14.0,14.0,6.2389130330022144,6.475,0.0185216364158406,0.0006158575331226,0.0050805743118436,0.3812207527988033,0.1808732364607099,0.2798569196293414
59, 01/03  12:00:00,15.0,129814.57030878846,21.452641778408413,22.7584824663036,24.19473448639863,14.0,14.0,6.2389130330022144,6.475,0.0196567507098004,0.0006536008876079,0.0053919416442661,0.4045841919647919,0.1919582071129648,0.1185369689377331
60, 01/03  13:00:00,15.6,140594.23765424953,23.23404691268961,22.823489909588123,24.26717269723984,14.0,14.0,6.2389130330022144,6.475,0.0212890269114647,0.000707875227756,0.0058396828888203,0.4381804438511439,0.2078982176371054,0.0751997638489556
61, 01/03  14:00:00,16.1,126241.6767920721,20.86219954573613,22.84776919531679,24.296529428514926,14.0,14.0,6.2389130330022144,6.475,0.0191157368852067,0.0006356117946402,0.005243538939566,0.3934487991271584,0.1866749308825463,0.118111845233146
62, 01/03  15:00:00,16.1,139335.2634663771,23.025993824377217,22.83628113334553,24.20949777355004,14.0,14.0,6.2389130330022144,6.475,0.0210983908241425,0.0007015364427898,0.0057873904894656,0.4342566851136363,0.2060365589085772,0.1166573232417522
